year_month,Discharge_log,Temperature_log,precip_trend_log,Abstraction_log,t_1,t_2,D4N0126
1976-09-01,1.9286144815629869,4.003204288392691,0.0,13.698186287030413,0.0,0.0,-18.04098039215686
1976-10-01,1.8708748683436724,4.072693314690119,0.0,13.698186287030413,-18.04098039215686,0.0,-18.56450980392157
1976-11-01,1.9681238805141723,4.115735065948687,0.0,13.698186287030413,-18.56450980392157,-18.04098039215686,-19.10549019607843
1976-12-01,1.8363813486458531,4.2088254890147,5.039389601348587,13.698186287030413,-19.10549019607843,-18.56450980392157,-19.62901960784314
1977-01-01,1.7134398838277076,4.221871333847999,4.956597948817708,13.986493824841634,-19.62901960784314,-19.10549019607843,-20.17
1977-02-01,1.7381205462026765,4.234749174024491,4.9188330973566945,13.986493824841634,-20.17,-19.62901960784314,-20.16060606060606
1977-03-01,1.7842606194689856,4.077312260546414,4.9188330973566945,13.986493824841634,-20.16060606060606,-20.17,-20.15212121212121
1977-04-01,1.8329775133663322,4.025291075795535,4.922138339169239,13.986493824841634,-20.15212121212121,-20.16060606060606,-20.14272727272727
1977-05-01,1.877965617552487,3.8467186496559975,4.9577927396723345,13.986493824841634,-20.14272727272727,-20.15212121212121,-20.13363636363637
1977-06-01,1.7916341272745995,3.6210388241125804,4.969977398688702,13.986493824841634,-20.13363636363637,-20.14272727272727,-20.12424242424242
1977-07-01,1.7714961469709216,3.5877640352277083,4.904074835578972,13.986493824841634,-20.12424242424242,-20.13363636363637,-20.11515151515152
1977-08-01,1.725130226412996,3.7788192719904172,4.9081823060422085,13.986493824841634,-20.11515151515152,-20.12424242424242,-20.10575757575758
1977-09-01,1.674473915294324,3.998229153752578,5.1472268712347224,13.986493824841634,-20.10575757575758,-20.11515151515152,-20.09636363636364
1977-10-01,1.6349882663864133,4.141994780532244,5.306932599596794,13.986493824841634,-20.09636363636364,-20.10575757575758,-20.08727272727273
1977-11-01,1.5872309549683963,4.244543571616779,5.253719666186165,13.986493824841634,-20.08727272727273,-20.09636363636364,-20.07787878787879
1977-12-01,1.4743690867553756,4.224857896545748,5.203261247207694,13.986493824841634,-20.07787878787879,-20.08727272727273,-20.06878787878788
1978-01-01,1.5573274574174105,4.200711854240529,5.209902902856373,14.151897907506648,-20.06878787878788,-20.07787878787879,-20.05939393939394
1978-02-01,1.7471617688661836,4.1759683238569245,5.209902902856373,14.151897907506648,-20.05939393939394,-20.06878787878788,-20.05
1978-03-01,2.088561952814608,4.1463051320333655,5.209902902856373,14.151897907506648,-20.05,-20.05939393939394,-19.11
1978-04-01,2.313454814942933,3.952302715626655,5.237061072757007,14.151897907506648,-19.11,-20.05,-19.07
1978-05-01,2.2516194577932893,3.803360380906535,5.232293267473079,14.151897907506648,-19.07,-19.11,-19.18
1978-06-01,2.1301109557274804,3.529720665577793,5.216562194946349,14.151897907506648,-19.18,-19.07,-19.37
