year_month,Discharge_log,Temperature_log,Precipitation_log,scenario_usage_log,t_1,t_2,D4N0142
1981-02-01,1.5992637602278674,4.214867803470662,5.279440045898781,13.35232279346877,-22.49,-22.59,-22.17
1981-03-01,1.6508773792137474,4.173878458937465,5.882801922586371,13.35232279346877,-22.17,-22.49,-22.45
1981-04-01,1.7050757514252193,4.106826321059578,4.178053830347945,13.35232279346877,-22.45,-22.17,-22.43
1981-05-01,1.7068658348437402,3.91235066461494,1.0,13.35232279346877,-22.43,-22.45,-22.47
1981-06-01,1.7087122274585895,3.8094026953624978,1.0,13.35232279346877,-22.47,-22.43,-22.47
1981-07-01,1.7104958188945583,3.7536607123542622,1.0,13.35232279346877,-22.47,-22.47,-22.53
1981-08-01,1.6601073264817452,3.8707357833793057,4.11794990627824,13.35232279346877,-22.53,-22.47,-22.59
1981-09-01,1.6439569363691735,4.013080911888604,1.0,13.35232279346877,-22.59,-22.53,-22.51
1981-10-01,1.5971867894140341,4.086486636822455,3.1972245773362196,13.35232279346877,-22.51,-22.59,-22.5
1981-11-01,1.5364933705145685,4.279029747687948,4.912023005428146,13.35232279346877,-22.5,-22.51,-22.52
1981-12-01,1.463104887554579,4.282789150611853,5.155753190350744,13.35232279346877,-22.52,-22.5,-22.59
1982-01-01,1.459321780898875,4.269568939183719,5.563305981889393,13.454901054167822,-22.59,-22.52,-22.57
1982-02-01,1.4214385456759682,4.282789150611853,4.698829784967105,13.454901054167822,-22.57,-22.59,-22.65
1982-03-01,1.3859424416193005,4.148453360571654,5.634728988229636,13.454901054167822,-22.65,-22.57,-22.63101694915254
1982-04-01,1.4127716832906025,4.065724645374026,5.564348191467836,13.454901054167822,-22.63101694915254,-22.65,-22.61
1982-05-01,1.4551500058939562,3.9575110607337933,1.0,13.454901054167822,-22.61,-22.63101694915254,-22.61
1982-06-01,1.4971322966339882,3.631888840136646,1.0,13.454901054167822,-22.61,-22.61,-22.61
1982-07-01,1.5361481858373405,3.624668592163159,4.044522437723423,13.454901054167822,-22.61,-22.61,-22.57
1982-08-01,1.5749265491725142,3.807895536071926,1.0,13.454901054167822,-22.57,-22.61,-22.63
1982-09-01,1.5749265491725142,3.962692419475791,1.0,13.454901054167822,-22.63,-22.57,-22.77
1982-10-01,1.5309320187533189,4.05870707271538,5.590056548178043,13.454901054167822,-22.77,-22.63,-22.64
1982-11-01,1.4833414811159809,4.18013499655177,4.7841896339182615,13.454901054167822,-22.64,-22.77,-22.61
1982-12-01,1.4350239103497087,4.250374491927571,5.206184043977636,13.454901054167822,-22.61,-22.64,-22.69
1983-01-01,1.414094434806219,4.317815772723105,5.523960130562548,13.498967047659077,-22.69,-22.61,-22.81
1983-02-01,1.4154154389613325,4.3339886319687055,5.564348191467836,13.498967047659077,-22.81,-22.69,-22.71
1983-03-01,1.3947411447451887,4.2047769004886995,5.030694535145645,13.498967047659077,-22.71,-22.81,-22.77
1983-04-01,1.3852624007906449,4.091042453358316,4.250374491927571,13.498967047659077,-22.77,-22.71,-22.75
1983-05-01,1.387301137480493,3.8535925063928684,3.6390573296152584,13.498967047659077,-22.75,-22.77,-22.81
1983-06-01,1.3933925268738951,3.653241964607215,3.6390573296152584,13.498967047659077,-22.81,-22.75,-22.87
1983-07-01,1.418052223613636,3.653241964607215,3.3513752571634776,13.498967047659077,-22.87,-22.81,-22.8
1983-08-01,1.4047982191204607,3.747270914255491,1.1823215567939547,13.498967047659077,-22.8,-22.87,-22.81
1983-09-01,1.387301137480493,4.054001181677966,3.772588722239781,13.498967047659077,-22.81,-22.8,-22.83
1983-10-01,1.365337317017385,4.148453360571654,4.072693314690119,13.498967047659077,-22.83,-22.81,-22.85
1983-11-01,1.3701832939635246,4.250374491927571,5.355425952876702,13.498967047659077,-22.85,-22.83,-22.86
1983-12-01,1.3597701488460348,4.242592351485516,6.044070070182493,13.498967047659077,-22.86,-22.85,-22.88
1984-01-01,1.3488947566197702,4.314186004672526,2.410986973710262,13.580254418910629,-22.88,-22.86,-22.89
1984-02-01,1.3378997886123984,4.319625727968344,4.772760938094638,13.580254418910629,-22.89,-22.88,-22.9
1984-03-01,1.3242550526826211,4.220873827530873,4.9889840465642745,13.580254418910629,-22.9,-22.89,-22.92
1984-04-01,1.3336110043401808,4.017982882488811,3.833213344056216,13.580254418910629,-22.92,-22.9,-22.93524590163934
1984-05-01,1.336472236621213,3.8183982582710754,1.0,13.580254418910629,-22.93524590163934,-22.92,-22.95
1984-06-01,1.3321773123383323,3.583997552432231,3.4159137783010487,13.580254418910629,-22.95,-22.93524590163934,-22.98
1984-07-01,1.3199072197465178,3.649714624089247,3.5877640352277083,13.580254418910629,-22.98,-22.95,-23.0
1984-08-01,1.3177261938001577,3.833213344056216,2.3350010667323398,13.580254418910629,-23.0,-22.98,-23.01
1984-09-01,1.3321773123383323,4.086486636822455,3.5952547069568657,13.580254418910629,-23.01,-23.0,-23.04
1984-10-01,1.3694924476493469,4.202746442938317,4.935739532045462,13.580254418910629,-23.04,-23.01,-23.06
1984-11-01,1.3619233181490016,4.2068032436339315,4.981549068076756,13.580254418910629,-23.06,-23.04,-23.09
1984-12-01,1.354543397491064,4.288401887516811,3.580216829592325,13.580254418910629,-23.09,-23.06,-23.13
1985-01-01,1.3468598276278765,4.323235840192444,5.175924549214524,13.619962902961335,-23.13,-23.09,-23.17
1985-02-01,1.3391167630924101,4.246490991901174,5.4953553199808844,13.619962902961335,-23.17,-23.13,-23.19
1985-03-01,1.332071118525084,4.194583132299156,5.254193263163997,13.619962902961335,-23.19,-23.17,-23.2
1985-04-01,1.324212238659595,3.995732273553991,2.458615022699517,13.619962902961335,-23.2,-23.19,-23.24
1985-05-01,1.3165476094021422,3.8273136219290276,1.9932517730102832,13.619962902961335,-23.24,-23.2,-23.36
1985-06-01,1.3085652883024155,3.653241964607215,2.9459101490553135,13.619962902961335,-23.36,-23.24,-23.3
1985-07-01,1.3007793160402297,3.60638654732571,3.6656331281988717,13.619962902961335,-23.3,-23.36,-23.34
1985-08-01,1.29266961396282,3.8449093838194073,4.091042453358316,13.619962902961335,-23.34,-23.3,-23.385
1985-09-01,1.2844936065346215,4.03735394824481,4.388549426418917,13.619962902961335,-23.385,-23.34,-23.43
1985-10-01,1.2765171803044075,4.184284380098582,4.610917912644224,13.619962902961335,-23.43,-23.385,-23.46
1985-11-01,1.2682074834504191,4.228826155721369,3.2192034840549946,13.619962902961335,-23.46,-23.43,-23.89
1985-12-01,1.2600995562015544,4.248434627109745,5.298645025734831,13.619962902961335,-23.89,-23.46,-23.52
1986-01-01,1.2516517251910768,4.306886702190914,5.463606621666305,13.676479578854552,-23.52,-23.89,-23.56
1986-02-01,1.243131919873345,4.260017768199376,5.566429357671661,13.676479578854552,-23.56,-23.52,-23.68
1986-03-01,1.2353737201309036,4.200711854240529,3.970414465569701,13.676479578854552,-23.68,-23.56,-23.62
1986-04-01,1.2267134872926584,4.063390922027805,5.02535169073515,13.676479578854552,-23.62,-23.68,-23.72
1986-05-01,1.218260596439061,3.89314568477889,4.470335962023035,13.676479578854552,-23.72,-23.62,-23.71
1986-06-01,1.2094502241822074,3.5572273113676265,3.0149030205422647,13.676479578854552,-23.71,-23.72,-24.72
1986-07-01,1.2045721657287745,3.5952547069568657,3.0083240494442225,13.676479578854552,-24.72,-23.71,-24.81
1986-08-01,1.2027218055744842,3.8678989020441064,3.0014800002101243,13.676479578854552,-24.81,-24.72,-23.8
1986-09-01,1.200868015239443,3.9882040071331994,4.523415014386405,13.676479578854552,-23.8,-24.81,-23.83557377049181
1986-10-01,1.199070746603244,4.100092288878233,4.546739686952813,13.676479578854552,-23.83557377049181,-23.8,-23.87
1986-11-01,1.1972101692877053,4.070375816549757,5.678420647727684,13.676479578854552,-23.87,-23.83557377049181,-23.92
1986-12-01,1.1881379421153944,4.242592351485516,5.203198967134183,13.676479578854552,-23.92,-23.87,-23.94
1987-01-01,1.1756325686431581,4.267665989037633,5.169761201506855,13.686169781538158,-23.94,-23.92,-23.96
1987-02-01,1.1873090983049936,4.303216973301952,5.476199804691132,13.686169781538158,-23.96,-23.94,-23.98627118644068
1987-03-01,1.1814878760453773,4.184284380098582,5.56746831880408,13.686169781538158,-23.98627118644068,-23.96,-24.01
1987-04-01,1.1889660995126232,4.051639905492287,2.667706820558076,13.686169781538158,-24.01,-23.98627118644068,-24.05
1987-05-01,1.1823215567939547,3.920469789053444,2.6361119431895306,13.686169781538158,-24.05,-24.01,-24.06967213114754
1987-06-01,1.183986836113016,3.5687881337687024,2.602380097517053,13.686169781538158,-24.06967213114754,-24.05,-24.09
1987-07-01,1.1963888140053902,3.5572273113676265,2.5686159179138452,13.686169781538158,-24.09,-24.06967213114754,-24.135
1987-08-01,1.1939206926373065,3.7376090033437546,4.374168709274237,13.686169781538158,-24.135,-24.09,-24.1575
1987-09-01,1.1939206926373065,3.9652730660692823,4.981549068076756,13.686169781538158,-24.1575,-24.135,-24.18
1987-10-01,1.2021241840901344,4.161246712031565,3.4595888418037104,13.686169781538158,-24.18,-24.1575,-24.27344262295082
1987-11-01,1.1881379421153944,4.224857896545748,4.9926809084456005,13.686169781538158,-24.27344262295082,-24.18,-24.37
1987-12-01,1.1806534996932576,4.238678452164381,5.926528784799256,13.686169781538158,-24.37,-24.27344262295082,-24.42409836065574
1988-01-01,1.1680535849962497,4.271468274987372,5.183575695950044,13.804873736651293,-24.42409836065574,-24.37,-24.48
1988-02-01,1.1756325686431581,4.202746442938317,6.0072963928307415,13.804873736651293,-24.48,-24.42409836065574,-24.36
1988-03-01,1.172271220940453,4.212857752542638,5.45318382899021,13.804873736651293,-24.36,-24.48,-24.45
1988-04-01,1.1914464645709553,4.0489381399829805,5.410371107683024,13.804873736651293,-24.45,-24.36,-24.47
1988-05-01,1.2078268472023166,3.8597444502233484,1.4054651081081644,13.804873736651293,-24.47,-24.45,-24.49
1988-06-01,1.1996701951285678,3.617395832834079,1.7419373447293773,13.804873736651293,-24.49,-24.47,-24.53
1988-07-01,1.1980308504991344,3.6210388241125804,1.4700036292457357,13.804873736651293,-24.53,-24.49,-24.53
1988-08-01,1.1914464645709553,3.8361502037295256,3.3075726345050844,13.804873736651293,-24.53,-24.53,-24.75
1988-09-01,1.183986836113016,4.010620886047741,3.917770732084279,13.804873736651293,-24.75,-24.53,-24.57
1988-10-01,1.1914464645709553,4.093312601892855,5.90527477843843,13.804873736651293,-24.57,-24.75,-24.57
1988-11-01,1.1773090149704104,4.139832617527748,4.696351468952637,13.804873736651293,-24.57,-24.57,-24.59
1988-12-01,1.1604167214059047,4.150596984114906,5.1728476237100445,13.804873736651293,-24.59,-24.57,-24.51
1989-01-01,1.1873090983049936,4.2088254890147,6.192401140956488,13.826558552988141,-24.51,-24.59,-24.64
1989-02-01,1.1914464645709553,4.137665769442657,6.491826112732555,13.826558552988141,-24.64,-24.51,-24.68
1989-03-01,1.2110709700799405,4.0522241107242625,4.540959324037314,13.826558552988141,-24.68,-24.64,-24.66
1989-04-01,1.2707902047815627,3.9482460341859005,5.048300623720694,13.826558552988141,-24.66,-24.68,-24.7
1989-05-01,1.2799018851328188,3.8361502037295256,4.92395157629342,13.826558552988141,-24.7,-24.66,-24.7
1989-06-01,1.281437203951091,3.617395832834079,3.163323025660538,13.826558552988141,-24.7,-24.7,-24.7
1989-07-01,1.2829207553500706,3.5726122302071057,2.7318006093495084,13.826558552988141,-24.7,-24.7,-24.75
1989-08-01,1.2546422183735806,3.8273136219290276,1.916290731874155,13.826558552988141,-24.75,-24.7,-24.75
1989-09-01,1.2437301849225981,3.9258461460898246,2.25743587419476,13.826558552988141,-24.75,-24.75,-24.78
1989-10-01,1.2342812957246656,4.051639905492287,2.504077396776274,13.826558552988141,-24.78,-24.75,-24.81
1989-11-01,1.223943231484774,4.0680529351336165,5.219507705176107,13.826558552988141,-24.81,-24.78,-24.81
1989-12-01,1.221542269947236,4.159125820462426,4.953164948759321,13.826558552988141,-24.81,-24.81,-24.86
1990-01-01,1.2094502241822074,4.18221184049661,4.9415818076696905,13.826558627367634,-24.86,-24.81,-24.86
1990-02-01,1.1947440767925117,4.070375816549757,5.794963757620747,13.826558627367634,-24.86,-24.86,-24.94
1990-03-01,1.2004888607494035,4.152736022363656,5.593097604753822,13.826558627367634,-24.94,-24.86,-24.94
1990-04-01,1.2053868297249508,4.027715319407042,5.418840607796598,13.826558627367634,-24.94,-24.94,-25.02
1990-05-01,1.21591750622247,3.7694588292308535,1.7419373447293773,13.826558627367634,-25.02,-24.94,-24.95
1990-06-01,1.2405904649179305,3.6461747973841225,1.0953101798043248,13.826558627367634,-24.95,-25.02,-24.98
1990-07-01,1.2382291887322507,3.6775909936175015,2.5654405920433208,13.826558627367634,-24.98,-24.95,-25.07
1990-08-01,1.239803992207317,3.766319109226186,3.1508770796004866,13.826558627367634,-25.07,-24.98,-25.09
1990-09-01,1.2390169004704998,3.9678470700644555,3.517696472610991,13.826558627367634,-25.09,-25.07,-25.06
1990-10-01,1.2358623237219843,4.150596984114906,4.520460802488973,13.826558627367634,-25.06,-25.09,-25.09
1990-11-01,1.2143046026470055,4.269568939183719,4.165475048141086,13.826558627367634,-25.09,-25.06,-25.15
1990-12-01,1.2013068567050353,4.261935314328648,5.102643365036796,13.826558627367634,-25.15,-25.09,-25.11
1991-01-01,1.2102609254831962,4.240637316649714,5.702296896718814,13.851643227626857,-25.11,-25.15,-25.28
1991-02-01,1.2045721657287745,4.214867803470662,5.168214410788556,13.851643227626857,-25.28,-25.11,-25.21
1991-03-01,1.2245292574465123,4.133317936506554,5.469350462845557,13.851643227626857,-25.21,-25.28,-25.12
1991-04-01,1.2461697355333694,3.89314568477889,4.779596388730763,13.851643227626857,-25.12,-25.21,-25.16
1991-05-01,1.2666754706691028,3.8622008809294686,1.5306282510621703,13.851643227626857,-25.16,-25.12,-25.16
1991-06-01,1.2874320411965716,3.5952547069568657,4.802208139420939,13.851643227626857,-25.16,-25.16,-25.19
1991-07-01,1.2866815721181974,3.580216829592325,4.750679855019383,13.851643227626857,-25.19,-25.16,-25.16
1991-08-01,1.2859305394129745,3.7880929087757464,4.694488692878447,13.851643227626857,-25.16,-25.19,-25.16
1991-09-01,1.2745968329031254,4.03735394824481,4.63495111208838,13.851643227626857,-25.16,-25.16,-25.16
1991-10-01,1.2635132237720432,4.18221184049661,4.277144732992177,13.851643227626857,-25.16,-25.16,-25.21
1991-11-01,1.251929623624824,4.186352633162641,4.912023005428146,13.851643227626857,-25.21,-25.16,-25.22
1991-12-01,1.2405904649179305,4.194583132299156,5.2626798770413155,13.851643227626857,-25.22,-25.21,-25.28885245901639
1992-01-01,1.229951900762216,4.3160025355989236,4.777348102101545,14.01257331242886,-25.28885245901639,-25.22,-25.36
1992-02-01,1.2191989394471445,4.3160025355989236,4.921973336281314,14.01257331242886,-25.36,-25.28885245901639,-25.35
1992-03-01,1.2090339511010588,4.254242968705492,2.667706820558076,14.01257331242886,-25.35,-25.36,-25.65
1992-04-01,1.1980524382804512,4.062317878313287,4.353406717825807,14.01257331242886,-25.65,-25.35,-25.43
1992-05-01,1.1873090983049936,3.833213344056216,4.1832316590573075,14.01257331242886,-25.43,-25.65,-25.68
1992-06-01,1.1939206926373065,3.670694414558441,3.970414465569701,14.01257331242886,-25.68,-25.43,-25.65
1992-07-01,1.1939206926373065,3.649714624089247,3.7096882031064484,14.01257331242886,-25.65,-25.68,-25.62
1992-08-01,1.208638865111328,3.6741486494265287,3.341805806147327,14.01257331242886,-25.62,-25.65,-25.66
1992-09-01,1.2094502241822074,4.124565145396959,4.083487909033673,14.01257331242886,-25.66,-25.62,-25.66
1992-10-01,1.1831545430978465,4.186352633162641,4.493472657771326,14.01257331242886,-25.66,-25.66,-25.62
1992-11-01,1.183986836113016,4.154870494892288,6.349485653122436,14.01257331242886,-25.62,-25.66,-25.61
1992-12-01,1.1996701951285678,4.236715742996532,5.832305758571839,14.01257331242886,-25.61,-25.62,-25.71
1993-01-01,1.1535790879283008,4.269568939183719,4.367295829986475,14.019076081510807,-25.71,-25.61,-25.71
1993-02-01,1.1527210870176638,4.220873827530873,4.616308761279101,14.019076081510807,-25.71,-25.71,-25.73
1993-03-01,1.1484200051182734,4.159125820462426,5.117409835153096,14.019076081510807,-25.73,-25.71,-25.75
1993-04-01,1.1527210870176638,4.008154793552548,4.5973122605884456,14.019076081510807,-25.75,-25.73,-25.84
1993-05-01,1.156092587015419,3.9041650800285006,2.6486586255873816,14.019076081510807,-25.84,-25.75,-25.92
1993-06-01,1.1595645696713384,3.598979106047848,1.1823215567939547,14.019076081510807,-25.92,-25.84,-25.91
1993-07-01,1.1595645696713384,3.7013612129514133,1.2352439582482972,14.019076081510807,-25.91,-25.92,-25.94
1993-08-01,1.1604167214059047,3.6461747973841225,1.2871384464530706,14.019076081510807,-25.94,-25.91,-26.01
1993-09-01,1.1663615372152252,3.9258461460898246,1.336472236621213,14.019076081510807,-26.01,-25.94,-26.02
1993-10-01,1.1587116911548208,3.9882040071331994,5.659658371272161,14.019076081510807,-26.02,-26.01,-26.04
1993-11-01,1.1672079189839064,4.030133700271323,4.843744164674852,14.019076081510807,-26.04,-26.02,-26.05
1993-12-01,1.1561486824899314,4.122364924487357,5.511957804265912,14.019076081510807,-26.05,-26.04,-26.13
1994-01-01,1.1561486824899314,4.065724645374026,5.797442073635214,14.078388965762198,-26.13,-26.05,-26.15
1994-02-01,1.172271220940453,4.051639905492287,5.525044141508807,14.078388965762198,-26.15,-26.13,-25.92
1994-03-01,1.2311117209633866,4.049273040482021,3.740840023925201,14.078388965762198,-25.92,-26.15,-25.86
1994-04-01,1.3096881527143955,3.9041650800285006,2.308332819650179,14.078388965762198,-25.86,-25.92,-25.85
1994-05-01,1.2941610385494902,3.642622395779755,2.512060022619569,14.078388965762198,-25.85,-25.86,-25.94344262295082
1994-06-01,1.29266961396282,3.2874714551839976,2.6863989535702286,14.078388965762198,-25.94344262295082,-25.85,-26.04
1994-07-01,1.288181947493432,3.180417459019838,2.830349466497924,14.078388965762198,-26.04,-25.94344262295082,-26.08
1994-08-01,1.288181947493432,3.580216829592325,2.9600947840472696,14.078388965762198,-26.08,-26.04,-26.11
1994-09-01,1.273836665629728,3.8273136219290276,3.074923152394761,14.078388965762198,-26.11,-26.08,-25.74
1994-10-01,1.2499802052677693,3.9856819377004897,3.174751721484161,14.078388965762198,-25.74,-26.11,-25.98
1994-11-01,1.2405904649179305,4.111290614188263,2.6863989535702286,14.078388965762198,-25.98,-25.74,-26.49
1994-12-01,1.223943231484774,4.173878458937465,4.589059118831726,14.078388965762198,-26.49,-25.98,-26.53
1995-01-01,1.211880359035499,4.178053830347945,4.850147601710058,14.091950732409455,-26.53,-26.49,-25.51
1995-02-01,1.216722983511287,4.161246712031565,5.475061500641071,14.091950732409455,-25.51,-26.53,-26.12
1995-03-01,1.2182989131722448,4.042138646368146,5.204692619390966,14.091950732409455,-26.12,-25.51,-28.17
1995-04-01,1.2200408003702057,3.856470206220483,4.912023005428146,14.091950732409455,-28.17,-26.12,-28.47
1995-05-01,1.2217236136385385,3.5952547069568657,4.202746442938317,14.091950732409455,-28.47,-28.17,-28.53
1995-06-01,1.2234595507638402,3.186051276738094,3.5649493574615367,14.091950732409455,-28.53,-28.47,-28.63
1995-07-01,1.2251366255499627,3.3841650799864684,1.0,14.091950732409455,-28.63,-28.53,-28.65
1995-08-01,1.226866653113669,3.681021528714291,1.0,14.091950732409455,-28.65,-28.63,-28.77
1995-09-01,1.228593692850283,3.9418039315284354,1.4700036292457357,14.091950732409455,-28.77,-28.65,-25.79
1995-10-01,1.230262186522488,3.9856819377004897,1.7884573603642702,14.091950732409455,-25.79,-28.77,-25.8
1995-11-01,1.2319833770180666,4.072693314690119,5.136765278106052,14.091950732409455,-25.8,-25.79,-25.85
1995-12-01,1.2336462292900303,4.027715319407042,5.335982696172475,14.091950732409455,-25.85,-25.8,-25.81
1996-01-01,1.2353616100319604,4.104586678466073,5.155753190350744,14.140888173589294,-25.81,-25.85,-25.78
1996-02-01,1.2370740532810003,4.054001181677966,5.028916756899646,14.140888173589294,-25.78,-25.81,-26.65208791208791
1996-03-01,1.2386733658851803,3.970414465569701,5.343805421853684,14.140888173589294,-26.65208791208791,-25.78,-27.46791208791209
1996-04-01,1.2403801521497142,3.797281334830153,3.5494451709255714,14.140888173589294,-27.46791208791209,-26.65208791208791,-28.34
1996-05-01,1.2420291117390923,3.6354795082673745,4.819907716520341,14.140888173589294,-28.34,-27.46791208791209,-28.33
1996-06-01,1.2437301849225981,3.4336133554004498,4.394508393511359,14.140888173589294,-28.33,-28.34,-26.06
1996-07-01,1.2405904649179305,3.2669579153508947,2.435084525289323,14.140888173589294,-26.06,-28.33,-26.3
1996-08-01,1.2413763195752694,3.5376572151735295,1.0,14.140888173589294,-26.3,-26.06,-28.22
1996-09-01,1.2319050569827825,3.847812143477369,1.336472236621213,14.140888173589294,-28.22,-26.3,-28.17
1996-10-01,1.2199384203652615,4.079613757534693,3.747270914255491,14.140888173589294,-28.17,-28.22,-26.12
1996-11-01,1.1988508587451652,4.034952986707273,4.958906591326997,14.140888173589294,-26.12,-28.17,-26.11
1996-12-01,1.1972101692877053,4.106826321059578,5.014579593753238,14.140888173589294,-26.11,-26.12,-26.94
1997-01-01,1.2004888607494035,4.111290614188263,5.2456340097683265,14.210958892706257,-26.94,-26.11,-25.12
1997-02-01,1.1980308504991344,4.126760535960395,5.534747721691546,14.210958892706257,-25.12,-26.94,-26.1
1997-03-01,1.17898265552844,3.998229153752578,3.7343675094195836,14.210958892706257,-26.1,-25.12,-26.0
1997-04-01,1.3264219007677116,3.785011242238338,5.667205576907544,14.210958892706257,-26.0,-26.1,-26.12
1997-05-01,1.4330802751411378,3.5915163848462583,4.802208139420939,14.210958892706257,-26.12,-26.0,-25.91
1997-06-01,1.4376095614347315,3.379546134130174,3.747270914255491,14.210958892706257,-25.91,-26.12,-25.91
1997-07-01,1.459321780898875,3.4423470353692043,1.0,14.210958892706257,-25.91,-25.91,-25.18
1997-08-01,1.4799539600989036,3.7047112998366956,2.280933845462064,14.210958892706257,-25.18,-25.91,-25.77
1997-09-01,1.459321780898875,3.8763855159214247,2.2237754316221157,14.210958892706257,-25.77,-25.18,-25.18
